application_id,age,gender,visa_type,documents_submitted,visa_granted,rejection_reason
AUS114559,36,Other,Work Visa,"Passport, Job Offer Letter, Bank Statement, Medical Certificate, Work Experience Letters",No,Failed health requirements
AUS114560,31,Other,Student Visa,"Passport, Bank Statement, Medical Certificate, Birth Certificate",No,IELTS requirement not met
AUS114561,20,Other,Visit Visa,"Passport, Bank Statement, Travel Insurance, Itinerary, Invitation Letter",Yes,
AUS114562,33,Male,Student Visa,"Passport, Offer Letter, Bank Statement, Medical Certificate, English Proficiency, Birth Certificate",No,Suspicious travel history
AUS114563,40,Female,Student Visa,"Passport, Offer Letter, Bank Statement, Medical Certificate, English Proficiency, Birth Certificate",Yes,
AUS114564,52,Other,Student Visa,"Passport, Offer Letter, Bank Statement, English Proficiency, Birth Certificate",No,Insufficient funds
AUS114565,56,Male,Visit Visa,"Passport, Bank Statement, Travel Insurance, Itinerary, Invitation Letter",Yes,
AUS114566,41,Other,Student Visa,"Passport, Offer Letter, Bank Statement, Medical Certificate, English Proficiency, Birth Certificate",Yes,
AUS114567,22,Female,Student Visa,"Passport, Offer Letter, Bank Statement, Medical Certificate, English Proficiency, Birth Certificate",Yes,
AUS114568,35,Female,Student Visa,"Passport, Offer Letter, Medical Certificate, English Proficiency",No,IELTS requirement not met
AUS114569,20,Male,Visit Visa,"Passport, Travel Insurance, Invitation Letter",No,Unclear travel purpose
AUS114570,50,Female,Work Visa,"Passport, Job Offer Letter, Bank Statement, Medical Certificate, Police Clearance, Work Experience Letters",Yes,
AUS114571,23,Other,Work Visa,"Passport, Job Offer Letter, Bank Statement, Medical Certificate, Police Clearance, Work Experience Letters",Yes,
AUS114572,18,Female,Student Visa,"Offer Letter, Bank Statement, English Proficiency, Birth Certificate",No,Employer not verified
AUS114573,58,Other,Visit Visa,"Passport, Bank Statement, Travel Insurance, Itinerary",No,Failed health requirements
AUS114574,53,Other,Student Visa,"Passport, Offer Letter, Bank Statement, Medical Certificate, English Proficiency, Birth Certificate",Yes,
AUS114575,27,Other,Work Visa,"Passport, Job Offer Letter, Bank Statement, Medical Certificate, Police Clearance, Work Experience Letters",Yes,
AUS114576,54,Female,Visit Visa,"Passport, Bank Statement, Travel Insurance, Itinerary, Invitation Letter",Yes,
AUS114577,55,Other,Work Visa,"Bank Statement, Medical Certificate, Police Clearance, Work Experience Letters",No,No strong home-country ties
AUS114578,19,Other,Student Visa,"Passport, Bank Statement, Medical Certificate, Birth Certificate",No,Failed health requirements
AUS114579,32,Female,Student Visa,"Passport, Offer Letter, Bank Statement, Medical Certificate, English Proficiency, Birth Certificate",Yes,
AUS114580,46,Male,Work Visa,"Passport, Job Offer Letter, Bank Statement, Medical Certificate, Police Clearance, Work Experience Letters",Yes,
AUS114581,28,Female,Visit Visa,"Bank Statement, Travel Insurance, Invitation Letter",No,Invalid or expired passport
AUS114582,22,Male,Student Visa,"Passport, Offer Letter, Medical Certificate, English Proficiency, Birth Certificate",No,Invalid or expired passport
AUS114583,42,Male,Work Visa,"Passport, Job Offer Letter, Bank Statement, Medical Certificate, Police Clearance, Work Experience Letters",Yes,
AUS114584,34,Other,Visit Visa,"Passport, Bank Statement, Travel Insurance, Itinerary, Invitation Letter",Yes,
AUS114585,38,Other,Visit Visa,"Bank Statement, Travel Insurance, Itinerary",No,IELTS requirement not met
AUS114586,57,Female,Visit Visa,"Passport, Bank Statement, Travel Insurance, Itinerary, Invitation Letter",Yes,
AUS114587,58,Female,Work Visa,"Job Offer Letter, Bank Statement, Medical Certificate, Police Clearance, Work Experience Letters",No,IELTS requirement not met
AUS114588,57,Other,Work Visa,"Passport, Job Offer Letter, Medical Certificate, Police Clearance, Work Experience Letters",No,Academic documents incomplete
AUS114589,32,Male,Student Visa,"Passport, Offer Letter, Medical Certificate, English Proficiency, Birth Certificate",No,IELTS requirement not met
AUS114590,37,Other,Work Visa,"Passport, Bank Statement, Medical Certificate, Police Clearance",No,Invalid or expired passport
AUS114591,50,Other,Work Visa,"Passport, Bank Statement, Medical Certificate, Work Experience Letters",No,Failed health requirements
AUS114592,52,Female,Visit Visa,"Passport, Travel Insurance, Itinerary, Invitation Letter",No,Insufficient funds
AUS114593,21,Female,Work Visa,"Passport, Job Offer Letter, Bank Statement, Medical Certificate, Police Clearance, Work Experience Letters",Yes,
AUS114594,40,Other,Visit Visa,"Passport, Bank Statement, Travel Insurance, Itinerary, Invitation Letter",No,Inconsistent information
AUS114595,34,Female,Visit Visa,"Passport, Bank Statement, Travel Insurance, Itinerary, Invitation Letter",Yes,
AUS114596,57,Other,Visit Visa,"Passport, Travel Insurance, Itinerary",No,Missing documents
AUS114597,39,Male,Visit Visa,"Passport, Bank Statement, Travel Insurance, Itinerary, Invitation Letter",Yes,
AUS114598,25,Female,Student Visa,"Passport, Offer Letter, Bank Statement, Medical Certificate, English Proficiency, Birth Certificate",Yes,
AUS114599,41,Other,Work Visa,"Job Offer Letter, Bank Statement, Medical Certificate, Police Clearance, Work Experience Letters",No,Failed health requirements
AUS114600,46,Other,Visit Visa,"Passport, Bank Statement, Travel Insurance, Itinerary, Invitation Letter",Yes,
AUS114601,49,Female,Student Visa,"Offer Letter, Bank Statement, Medical Certificate, English Proficiency, Birth Certificate",No,Invalid or expired passport
AUS114602,55,Male,Work Visa,"Passport, Job Offer Letter, Bank Statement, Medical Certificate, Police Clearance, Work Experience Letters",No,Incorrect application form
AUS114603,24,Female,Visit Visa,"Passport, Travel Insurance, Invitation Letter",No,Invalid or expired passport
AUS114604,23,Female,Work Visa,"Passport, Job Offer Letter, Bank Statement, Medical Certificate, Police Clearance, Work Experience Letters",Yes,
AUS114605,56,Female,Work Visa,"Passport, Job Offer Letter, Bank Statement, Medical Certificate",No,Missing documents
AUS114606,46,Male,Work Visa,"Passport, Job Offer Letter, Bank Statement, Medical Certificate, Police Clearance, Work Experience Letters",Yes,
AUS114607,41,Female,Student Visa,"Passport, Offer Letter, Bank Statement, Medical Certificate, English Proficiency, Birth Certificate",Yes,
AUS114608,59,Other,Work Visa,"Passport, Job Offer Letter, Bank Statement, Medical Certificate, Police Clearance, Work Experience Letters",Yes,
AUS114609,57,Female,Work Visa,"Passport, Job Offer Letter, Bank Statement, Medical Certificate, Police Clearance, Work Experience Letters",Yes,
AUS114610,38,Male,Visit Visa,"Passport, Bank Statement, Travel Insurance, Invitation Letter",No,No strong home-country ties
AUS114611,41,Male,Work Visa,"Passport, Job Offer Letter, Bank Statement, Medical Certificate, Police Clearance, Work Experience Letters",Yes,
AUS114612,47,Female,Work Visa,"Job Offer Letter, Bank Statement, Medical Certificate, Police Clearance, Work Experience Letters",No,Inconsistent information
AUS114613,32,Male,Visit Visa,"Passport, Bank Statement, Travel Insurance, Itinerary, Invitation Letter",Yes,
AUS114614,32,Other,Work Visa,"Passport, Job Offer Letter, Bank Statement, Medical Certificate, Police Clearance, Work Experience Letters",Yes,
AUS114615,32,Female,Work Visa,"Passport, Job Offer Letter, Bank Statement, Medical Certificate, Police Clearance, Work Experience Letters",Yes,
AUS114616,31,Male,Visit Visa,"Passport, Travel Insurance, Itinerary, Invitation Letter",No,Suspicious travel history
AUS114617,43,Other,Work Visa,"Passport, Bank Statement, Police Clearance, Work Experience Letters",No,No strong home-country ties
AUS114618,26,Male,Work Visa,"Passport, Job Offer Letter, Bank Statement, Medical Certificate, Police Clearance, Work Experience Letters",Yes,
AUS114619,23,Other,Work Visa,"Job Offer Letter, Bank Statement, Police Clearance, Work Experience Letters",No,Academic documents incomplete
AUS114620,25,Other,Student Visa,"Passport, Offer Letter, Bank Statement, Medical Certificate",No,Incorrect application form
AUS114621,58,Female,Student Visa,"Passport, Offer Letter, Bank Statement, Medical Certificate, English Proficiency, Birth Certificate",No,Missing documents
AUS114622,46,Male,Work Visa,"Passport, Job Offer Letter, Bank Statement, Medical Certificate, Police Clearance",No,Incorrect application form
AUS114623,49,Male,Work Visa,"Passport, Job Offer Letter, Police Clearance, Work Experience Letters",No,Unclear travel purpose
AUS114624,35,Other,Visit Visa,"Passport, Bank Statement, Travel Insurance, Itinerary, Invitation Letter",Yes,
AUS114625,33,Other,Work Visa,"Passport, Job Offer Letter, Bank Statement, Medical Certificate, Police Clearance, Work Experience Letters",Yes,
AUS114626,25,Male,Visit Visa,"Passport, Bank Statement, Travel Insurance, Itinerary, Invitation Letter",Yes,
AUS114627,41,Female,Visit Visa,"Passport, Bank Statement, Travel Insurance, Itinerary, Invitation Letter",Yes,
AUS114628,22,Male,Visit Visa,"Passport, Travel Insurance, Itinerary, Invitation Letter",No,Suspicious travel history
AUS114629,57,Male,Visit Visa,"Passport, Bank Statement, Travel Insurance, Itinerary, Invitation Letter",Yes,
AUS114630,38,Female,Visit Visa,"Passport, Bank Statement, Travel Insurance, Itinerary, Invitation Letter",Yes,
AUS114631,18,Other,Work Visa,"Passport, Job Offer Letter, Bank Statement, Medical Certificate, Police Clearance, Work Experience Letters",No,Failed health requirements
AUS114632,43,Other,Student Visa,"Passport, Offer Letter, Bank Statement, Medical Certificate, English Proficiency, Birth Certificate",No,Incorrect application form
AUS114633,31,Male,Student Visa,"Passport, Offer Letter, Medical Certificate, English Proficiency, Birth Certificate",No,Invalid or expired passport
AUS114634,23,Other,Work Visa,"Job Offer Letter, Bank Statement, Police Clearance, Work Experience Letters",No,IELTS requirement not met
AUS114635,38,Female,Work Visa,"Passport, Job Offer Letter, Bank Statement, Medical Certificate, Police Clearance, Work Experience Letters",Yes,
AUS114636,52,Female,Work Visa,"Passport, Job Offer Letter, Bank Statement, Medical Certificate, Police Clearance",No,Inconsistent information
AUS114637,19,Other,Student Visa,"Offer Letter, Medical Certificate, English Proficiency, Birth Certificate",No,Inconsistent information
AUS114638,44,Other,Visit Visa,"Passport, Bank Statement, Travel Insurance, Itinerary, Invitation Letter",Yes,
AUS114639,56,Female,Work Visa,"Passport, Job Offer Letter, Bank Statement, Medical Certificate, Police Clearance, Work Experience Letters",Yes,
AUS114640,41,Other,Visit Visa,"Passport, Bank Statement, Travel Insurance, Itinerary, Invitation Letter",No,Unclear travel purpose
AUS114641,44,Male,Work Visa,"Passport, Job Offer Letter, Bank Statement, Medical Certificate, Police Clearance, Work Experience Letters",Yes,
AUS114642,56,Female,Visit Visa,"Passport, Itinerary, Invitation Letter",No,IELTS requirement not met
AUS114643,50,Other,Visit Visa,"Bank Statement, Travel Insurance, Invitation Letter",No,Invalid or expired passport
AUS114644,32,Male,Student Visa,"Passport, Offer Letter, Bank Statement, Medical Certificate, Birth Certificate",No,Unclear travel purpose
AUS114645,30,Female,Visit Visa,"Passport, Bank Statement, Travel Insurance, Itinerary, Invitation Letter",No,Employer not verified
AUS114646,47,Female,Student Visa,"Passport, Offer Letter, Bank Statement, Medical Certificate, English Proficiency, Birth Certificate",No,Incorrect application form
AUS114647,21,Male,Visit Visa,"Passport, Bank Statement, Travel Insurance, Itinerary",No,Academic documents incomplete
AUS114648,56,Male,Visit Visa,"Passport, Bank Statement, Travel Insurance, Itinerary, Invitation Letter",No,Incorrect application form
AUS114649,54,Female,Visit Visa,"Passport, Bank Statement, Travel Insurance, Itinerary",No,Suspicious travel history
AUS114650,28,Female,Work Visa,"Passport, Job Offer Letter, Medical Certificate, Police Clearance",No,Incorrect application form
AUS114651,32,Female,Student Visa,"Passport, Offer Letter, Bank Statement, Medical Certificate, English Proficiency, Birth Certificate",Yes,
AUS114652,26,Other,Student Visa,"Passport, Offer Letter, Bank Statement, Medical Certificate, English Proficiency, Birth Certificate",Yes,
AUS114653,59,Male,Visit Visa,"Passport, Bank Statement, Travel Insurance, Itinerary, Invitation Letter",Yes,
AUS114654,51,Other,Visit Visa,"Passport, Bank Statement, Travel Insurance, Invitation Letter",No,Unclear travel purpose
AUS114655,49,Female,Student Visa,"Offer Letter, Bank Statement, Medical Certificate, English Proficiency, Birth Certificate",No,Inconsistent information
AUS114656,26,Other,Work Visa,"Passport, Job Offer Letter, Bank Statement, Police Clearance, Work Experience Letters",No,Missing documents
AUS114657,45,Male,Work Visa,"Passport, Job Offer Letter, Bank Statement, Medical Certificate, Police Clearance, Work Experience Letters",Yes,
AUS114658,32,Male,Student Visa,"Passport, Offer Letter, Bank Statement, Medical Certificate, English Proficiency, Birth Certificate",Yes,
AUS114659,22,Female,Visit Visa,"Bank Statement, Travel Insurance, Itinerary, Invitation Letter",No,Missing documents
AUS114660,28,Male,Student Visa,"Passport, Bank Statement, Medical Certificate, English Proficiency, Birth Certificate",No,Employer not verified
AUS114661,30,Male,Work Visa,"Passport, Job Offer Letter, Bank Statement, Medical Certificate, Police Clearance, Work Experience Letters",Yes,
AUS114662,48,Male,Work Visa,"Passport, Job Offer Letter, Bank Statement, Medical Certificate, Work Experience Letters",No,Employer not verified
AUS114663,53,Female,Student Visa,"Passport, Offer Letter, Bank Statement, Medical Certificate, English Proficiency, Birth Certificate",Yes,
AUS114664,24,Other,Work Visa,"Passport, Job Offer Letter, Bank Statement, Medical Certificate, Police Clearance",No,Unclear travel purpose
AUS114665,24,Female,Visit Visa,"Passport, Bank Statement, Travel Insurance, Itinerary, Invitation Letter",Yes,
AUS114666,57,Other,Visit Visa,"Passport, Travel Insurance, Itinerary, Invitation Letter",No,Insufficient funds
AUS114667,29,Male,Work Visa,"Passport, Job Offer Letter, Bank Statement, Medical Certificate, Police Clearance, Work Experience Letters",Yes,
AUS114668,27,Male,Work Visa,"Passport, Job Offer Letter, Bank Statement, Medical Certificate, Police Clearance, Work Experience Letters",Yes,
AUS114669,41,Other,Student Visa,"Passport, Offer Letter, Bank Statement, Medical Certificate, English Proficiency, Birth Certificate",Yes,
AUS114670,30,Female,Work Visa,"Passport, Job Offer Letter, Bank Statement, Medical Certificate, Police Clearance, Work Experience Letters",Yes,
